"","is_claimed","review_count","rating","restaurant_category","pickup","delivery","reservation","price","State","messaging","Open_Breakfast","Open_Lunch","Open_Dinner","Open_Late"
"317",TRUE,204,"low","american",0,1,0,"Low","TX",0,1,0,1,1
"318",TRUE,36,"low","american",1,1,0,"NA","TX",0,1,1,1,0
"319",TRUE,45,"low","american",1,1,0,"Low","TX",0,1,1,1,0
"320",TRUE,67,"low","american",0,1,0,"Low","TX",0,1,1,1,1
"321",TRUE,21,"low","american",0,0,0,"Low","TX",0,0,0,0,0
"322",TRUE,1,"high","american",0,0,0,"NA","TX",1,1,1,1,0
"323",TRUE,1,"high","breakfast",0,0,0,"NA","TX",0,1,1,0,0
"324",FALSE,1034,"high","american",0,1,0,"Medium","TX",0,0,1,0,0
"325",TRUE,716,"high","american",1,1,0,"Medium","TX",0,1,1,0,0
"326",FALSE,37,"low","latin",0,1,0,"Low","TX",0,1,1,0,0
"327",TRUE,104,"high","latin",1,1,0,"Low","TX",0,1,1,0,0
"328",TRUE,96,"high","asian",1,1,0,"Medium","TX",0,0,1,1,0
"329",TRUE,77,"low","american",1,1,0,"Low","TX",1,0,1,1,0
"330",TRUE,103,"low","american",1,1,0,"Medium","TX",0,1,1,1,0
"331",FALSE,170,"low","latin",0,1,0,"Medium","TX",0,0,1,1,0
"332",TRUE,92,"low","latin",1,1,0,"NA","TX",0,1,1,1,0
"333",TRUE,71,"high","american",0,1,0,"Low","TX",1,1,1,1,0
"334",TRUE,56,"low","european",1,1,0,"Low","TX",1,0,1,1,0
"335",TRUE,51,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"336",TRUE,53,"low","american",0,0,0,"Low","TX",0,1,1,1,1
"337",TRUE,42,"low","american",0,1,0,"Medium","TX",0,1,1,1,0
"338",TRUE,10,"low","american",0,0,0,"NA","TX",0,0,0,0,0
"339",TRUE,18,"low","american",0,0,0,"NA","TX",0,0,0,0,0
"340",TRUE,9,"low","american",0,0,0,"NA","TX",0,0,1,1,1
"341",TRUE,1,"low","american",0,0,0,"NA","TX",0,0,1,1,0
"342",TRUE,43,"high","european",0,0,0,"NA","TX",0,0,0,0,0
"343",TRUE,8,"low","asian",0,0,0,"NA","TX",0,0,1,1,1
"344",TRUE,537,"low","asian",1,0,0,"Medium","TX",0,0,1,1,1
"345",TRUE,184,"high","american",1,1,0,"Low","TX",0,1,1,1,0
"346",TRUE,23,"low","latin",0,1,0,"Low","TX",0,1,0,1,1
"347",TRUE,36,"low","asian",1,1,0,"Medium","TX",0,0,0,1,0
"348",TRUE,57,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"349",TRUE,45,"low","american",0,1,0,"Low","TX",1,1,0,1,1
"350",TRUE,15,"high","american",0,0,0,"NA","TX",1,1,1,1,0
"351",TRUE,93,"low","asian",1,1,0,"Medium","TX",0,0,1,1,1
"352",TRUE,51,"low","american",1,1,0,"Low","TX",1,1,1,1,1
"353",TRUE,66,"low","latin",1,1,0,"Low","TX",0,1,0,1,1
"354",TRUE,43,"high","american",1,1,0,"Low","TX",0,1,1,1,0
"355",TRUE,45,"low","american",1,1,0,"Medium","TX",0,0,1,1,0
"356",TRUE,60,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"357",FALSE,117,"high","latin",1,1,0,"Medium","TX",0,0,0,1,0
"358",TRUE,29,"low","european",1,1,0,"NA","TX",0,0,1,1,1
"359",TRUE,166,"high","breakfast",1,1,0,"Low","TX",1,1,1,1,0
"360",TRUE,41,"low","american",0,1,0,"Low","TX",0,0,1,1,1
"361",TRUE,34,"low","american",1,1,0,"NA","TX",1,1,1,1,0
"362",TRUE,35,"low","american",0,1,0,"NA","TX",0,0,1,1,1
"363",TRUE,3,"low","asian",1,1,0,"NA","TX",1,0,0,1,0
"364",TRUE,55,"low","latin",1,1,0,"Medium","TX",1,0,0,1,0
"365",TRUE,119,"high","european",1,1,0,"Medium","TX",0,0,1,1,0
"366",TRUE,63,"high","breakfast",0,0,0,"Low","TX",1,1,1,0,0
"367",TRUE,11,"low","american",0,0,0,"NA","TX",0,0,1,1,1
"368",TRUE,113,"high","asian",0,1,0,"NA","TX",1,0,1,1,0
"369",TRUE,5,"high","european",1,1,0,"NA","TX",1,0,1,1,1
"370",FALSE,27,"high","american",1,1,0,"NA","TX",0,0,0,0,0
"371",TRUE,22,"high","american",0,0,0,"NA","TX",1,1,1,1,0
"372",TRUE,11,"high","asian",1,1,0,"NA","TX",1,0,1,1,0
"373",TRUE,33,"high","american",0,1,0,"NA","TX",1,0,1,1,0
"374",TRUE,103,"high","american",0,1,0,"Low","TX",0,1,1,1,0
"375",TRUE,14,"low","american",1,1,0,"NA","TX",0,1,1,1,0
"376",TRUE,66,"high","asian",1,0,0,"NA","TX",1,0,1,1,0
"377",TRUE,140,"low","asian",1,1,0,"Low","TX",0,1,1,1,0
"378",TRUE,21,"low","other",1,1,0,"NA","TX",0,0,1,1,0
"379",TRUE,97,"high","desserts",1,1,0,"Low","TX",0,1,1,0,0
"380",TRUE,40,"low","american",0,0,0,"Low","TX",0,1,0,1,1
"381",TRUE,9,"high","desserts",0,0,0,"Low","TX",1,1,1,1,0
"382",TRUE,5,"low","american",1,1,0,"NA","TX",1,0,1,1,0
"383",TRUE,39,"high","asian",1,1,0,"Low","TX",1,0,0,1,0
"384",TRUE,135,"low","latin",1,1,0,"Medium","TX",0,0,1,1,0
"385",TRUE,110,"low","latin",1,1,0,"Medium","TX",0,1,1,1,1
"386",TRUE,62,"low","american",0,0,0,"Medium","TX",0,0,0,1,1
"387",TRUE,165,"low","latin",1,1,0,"Low","TX",0,1,1,1,1
"388",TRUE,199,"low","latin",1,1,0,"Medium","TX",0,0,1,1,1
"389",TRUE,105,"low","american",0,1,0,"Medium","TX",0,1,1,1,1
"390",TRUE,24,"low","american",1,1,0,"Low","TX",1,1,1,1,1
"391",TRUE,78,"low","american",0,1,0,"Low","TX",0,1,0,1,1
"392",TRUE,73,"low","american",0,1,0,"Low","TX",1,1,1,0,0
"393",TRUE,6,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"394",TRUE,40,"high","asian",1,1,0,"NA","TX",0,0,1,0,0
"395",TRUE,67,"high","desserts",1,1,0,"Low","TX",1,1,1,1,0
"396",TRUE,385,"high","american",0,1,0,"Low","TX",1,0,1,1,1
"397",TRUE,307,"low","other",0,1,0,"Medium","TX",0,1,0,1,1
"398",TRUE,15,"high","american",0,0,0,"Low","TX",0,1,0,1,1
"399",TRUE,85,"low","american",0,1,0,"Low","TX",0,1,0,1,1
"400",TRUE,58,"low","american",1,1,0,"Medium","TX",0,0,1,1,0
"401",TRUE,58,"low","latin",0,1,0,"Low","TX",0,1,0,1,1
"402",TRUE,91,"low","american",0,1,0,"Low","TX",1,1,1,1,1
"403",TRUE,186,"high","latin",1,1,0,"Low","TX",1,0,1,1,1
"404",TRUE,872,"high","american",0,1,0,"Medium","TX",0,1,1,0,0
"405",FALSE,90,"low","american",1,1,0,"Medium","TX",0,0,0,0,0
"406",TRUE,226,"high","asian",0,1,0,"Medium","TX",0,0,1,1,0
"407",TRUE,56,"low","american",0,1,0,"Low","TX",0,1,0,1,1
"408",FALSE,14,"low","american",0,1,0,"NA","TX",0,1,1,1,1
"409",TRUE,25,"low","american",0,1,0,"Low","TX",1,1,0,1,1
"410",TRUE,18,"low","american",1,1,0,"Low","TX",0,1,1,1,0
"411",TRUE,690,"high","european",1,0,0,"Medium","TX",0,0,1,1,1
"412",TRUE,178,"high","american",1,1,0,"Medium","TX",0,0,1,1,0
"413",TRUE,396,"high","american",1,1,0,"Medium","TX",0,1,1,0,0
"414",TRUE,378,"high","european",0,1,0,"Medium","TX",0,0,1,1,1
"415",TRUE,297,"high","american",0,1,0,"Medium","TX",0,0,0,1,1
"416",TRUE,63,"high","asian",0,1,0,"High","TX",0,0,0,1,1
"417",TRUE,118,"high","latin",1,1,0,"NA","TX",1,0,1,1,1
"418",FALSE,240,"low","latin",0,1,0,"Medium","TX",0,0,1,1,0
"419",TRUE,61,"low","asian",1,1,0,"Low","TX",0,0,1,1,1
"420",TRUE,17,"low","asian",1,1,0,"Medium","TX",1,0,1,0,0
"421",TRUE,28,"high","desserts",1,1,0,"Low","TX",1,1,1,1,0
"422",TRUE,347,"high","asian",0,1,0,"Medium","TX",0,0,1,1,0
"423",TRUE,12,"high","breakfast",1,1,0,"Medium","TX",1,1,1,1,0
"424",TRUE,32,"low","american",0,0,0,"NA","TX",1,1,1,1,1
"425",FALSE,9,"low","american",0,0,0,"NA","TX",0,0,0,0,0
"426",TRUE,6,"high","asian",1,1,0,"NA","TX",1,1,1,1,1
"427",TRUE,339,"high","american",0,0,0,"Medium","TX",0,1,1,0,0
"428",TRUE,122,"low","american",0,1,0,"Low","TX",0,1,0,1,1
"429",TRUE,140,"low","american",0,1,0,"Low","TX",0,1,1,0,0
"430",TRUE,81,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"431",TRUE,8,"low","american",0,0,0,"NA","TX",0,0,0,1,0
"432",FALSE,53,"low","asian",1,1,0,"NA","TX",0,0,0,0,0
"433",TRUE,3,"high","american",0,0,0,"NA","TX",0,0,1,1,1
"434",TRUE,176,"high","american",1,1,0,"Low","TX",1,0,1,1,1
"435",TRUE,36,"low","european",0,1,0,"Medium","TX",1,1,1,1,0
"436",TRUE,83,"high","breakfast",0,1,0,"Medium","TX",0,1,1,0,0
"437",TRUE,193,"high","asian",0,1,0,"High","TX",0,0,1,0,0
"438",TRUE,38,"low","american",1,1,0,"NA","TX",1,1,1,1,1
"439",TRUE,53,"low","american",1,1,0,"Low","TX",0,1,1,1,0
"440",TRUE,144,"low","asian",1,1,0,"Medium","TX",0,0,1,0,0
"441",TRUE,46,"low","american",0,1,0,"Low","TX",1,1,1,1,1
"442",TRUE,37,"low","american",0,1,0,"NA","TX",0,1,1,1,0
"443",TRUE,215,"high","european",1,1,0,"Medium","TX",0,0,1,1,1
"444",TRUE,299,"high","breakfast",1,1,0,"Medium","TX",0,1,1,0,0
"445",TRUE,56,"low","american",1,1,0,"NA","TX",1,0,0,1,1
"446",TRUE,38,"low","american",1,1,0,"Low","TX",1,1,1,1,1
"447",TRUE,60,"high","american",0,0,0,"NA","TX",1,0,1,1,0
"448",TRUE,4,"high","latin",1,1,0,"NA","TX",0,0,1,1,0
"449",FALSE,106,"high","asian",0,1,0,"Medium","TX",0,0,1,1,1
"450",TRUE,30,"low","latin",0,1,0,"Low","TX",0,1,1,1,1
"451",TRUE,50,"low","american",0,1,0,"Low","TX",0,1,1,1,1
"452",TRUE,6,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"453",TRUE,44,"low","american",1,1,0,"NA","TX",1,0,1,1,0
"454",TRUE,211,"high","asian",0,1,0,"Medium","TX",0,0,1,0,0
"455",FALSE,250,"high","american",0,1,0,"Medium","TX",0,1,1,1,0
"456",TRUE,252,"high","asian",1,1,0,"Medium","TX",0,0,1,1,0
"457",TRUE,636,"high","latin",1,1,0,"Medium","TX",1,0,0,1,0
"458",TRUE,107,"high","european",1,1,0,"Medium","TX",1,0,1,1,0
"459",TRUE,230,"low","american",1,1,0,"Medium","TX",0,0,1,1,1
"460",TRUE,198,"low","american",1,1,0,"Medium","TX",0,0,0,1,1
"461",TRUE,19,"high","american",0,1,0,"High","TX",0,1,1,1,0
"462",TRUE,35,"low","latin",0,1,0,"Low","TX",0,1,0,1,1
"463",TRUE,15,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"464",TRUE,355,"high","american",0,1,0,"Medium","TX",0,1,1,1,0
"465",TRUE,377,"high","european",1,1,0,"Medium","TX",0,0,1,1,0
"466",TRUE,28,"low","asian",1,1,0,"NA","TX",1,0,1,1,1
"467",TRUE,43,"low","asian",1,1,0,"Low","TX",0,0,1,1,0
"468",TRUE,7,"low","asian",1,1,0,"NA","TX",1,0,1,1,1
"469",TRUE,383,"low","american",0,1,0,"Medium","TX",1,1,1,1,0
"470",TRUE,258,"high","latin",0,1,0,"Medium","TX",0,1,1,1,0
"471",TRUE,17,"high","american",1,1,0,"NA","TX",0,1,1,1,0
"472",TRUE,150,"low","european",1,1,0,"Medium","TX",1,0,1,1,0
"473",TRUE,21,"high","american",0,0,0,"NA","TX",0,0,1,1,1
"474",TRUE,1126,"high","american",1,1,0,"Medium","TX",0,0,1,1,0
"475",FALSE,118,"low","european",0,0,0,"NA","TX",0,0,0,1,1
"476",TRUE,589,"low","american",1,1,0,"Medium","TX",0,0,0,1,1
"477",TRUE,30,"low","other",0,0,0,"NA","TX",1,0,0,1,1
"478",TRUE,24,"high","european",1,1,0,"NA","TX",1,0,1,1,1
"479",TRUE,436,"low","american",1,1,0,"Medium","TX",1,0,1,1,1
"480",TRUE,167,"low","american",0,1,0,"Medium","TX",0,1,1,1,1
"481",TRUE,245,"high","asian",0,1,0,"Very High","TX",0,0,0,1,1
"482",TRUE,298,"low","breakfast",0,1,0,"Medium","TX",0,0,0,1,1
"483",TRUE,359,"low","asian",1,1,0,"Medium","TX",0,0,0,1,1
"484",TRUE,287,"low","european",0,1,0,"Medium","TX",0,0,1,1,1
"485",TRUE,287,"high","american",1,1,0,"Medium","TX",0,0,1,1,0
"486",TRUE,424,"high","desserts",0,1,0,"Medium","TX",0,1,1,0,0
"487",TRUE,199,"high","asian",1,1,0,"Medium","TX",0,0,1,1,1
"488",TRUE,101,"low","american",0,1,0,"Medium","TX",1,1,1,1,0
"489",TRUE,337,"high","latin",0,1,0,"Medium","TX",1,0,1,1,1
"490",TRUE,164,"low","breakfast",1,1,0,"Medium","TX",0,1,1,1,0
"491",TRUE,14,"low","desserts",1,1,0,"NA","TX",1,1,1,1,1
"492",TRUE,91,"low","latin",1,1,0,"Low","TX",0,1,1,1,1
"493",TRUE,7,"low","american",1,1,0,"Low","TX",0,1,1,1,0
"494",TRUE,722,"high","breakfast",0,1,0,"Medium","TX",0,1,1,0,0
"495",TRUE,67,"high","american",1,1,0,"NA","TX",1,1,1,1,0
"496",TRUE,1,"high","european",0,0,0,"NA","TX",1,0,0,1,1
"497",TRUE,160,"low","american",1,1,0,"Medium","TX",1,0,1,1,0
"498",TRUE,1,"low","american",0,0,0,"NA","TX",0,0,0,1,1
"499",TRUE,45,"high","american",0,0,0,"Medium","TX",0,0,1,1,1
"500",TRUE,1833,"high","american",1,1,0,"Medium","TX",0,0,1,1,1
"501",TRUE,836,"high","breakfast",1,1,0,"Medium","TX",1,1,1,0,0
"502",TRUE,193,"high","american",1,1,0,"Medium","TX",0,0,0,1,1
"503",FALSE,139,"low","asian",1,1,0,"Medium","TX",0,0,0,0,0
"504",TRUE,370,"high","asian",1,1,0,"Medium","TX",0,0,1,1,0
"505",TRUE,514,"high","european",0,1,0,"Low","TX",0,1,1,1,1
"506",TRUE,288,"high","american",1,1,0,"Medium","TX",1,1,1,0,0
"507",TRUE,13,"high","asian",1,1,0,"Low","TX",0,0,1,1,0
"508",TRUE,89,"low","european",1,1,0,"NA","TX",0,0,1,1,1
"509",TRUE,124,"low","latin",0,0,0,"Medium","TX",0,0,1,1,0
"510",TRUE,667,"high","american",1,1,0,"Medium","TX",0,1,1,1,1
"511",TRUE,224,"high","american",1,1,0,"Medium","TX",0,0,1,0,0
"512",TRUE,296,"high","asian",1,1,0,"Medium","TX",0,0,1,1,0
"513",TRUE,374,"high","asian",1,1,0,"Medium","TX",0,0,1,1,0
"514",TRUE,198,"low","american",1,1,0,"Medium","TX",0,0,1,1,0
"515",TRUE,330,"high","american",1,1,0,"Medium","TX",0,0,0,1,1
"516",TRUE,232,"high","other",0,1,0,"Medium","TX",0,0,1,0,0
"517",TRUE,221,"high","latin",1,1,0,"Low","TX",0,0,1,1,0
"518",TRUE,3,"low","american",1,1,0,"NA","TX",1,1,1,1,1
"519",TRUE,312,"low","american",1,1,0,"Medium","TX",0,0,0,1,1
"520",TRUE,230,"low","asian",1,1,0,"Low","TX",0,0,1,1,0
"521",TRUE,145,"low","american",1,1,0,"Low","TX",0,1,0,1,1
"522",TRUE,136,"high","asian",0,0,0,"Low","TX",0,0,1,1,0
"523",TRUE,186,"low","asian",1,1,0,"Medium","TX",0,0,1,1,0
"524",TRUE,86,"high","asian",1,1,1,"Medium","TX",0,0,0,1,1
"525",TRUE,82,"high","asian",1,1,0,"Medium","TX",1,0,1,0,0
"526",TRUE,99,"high","asian",0,1,0,"Medium","TX",0,0,1,1,0
"527",TRUE,44,"high","asian",1,1,0,"NA","TX",1,0,1,0,0
"528",TRUE,87,"high","asian",1,1,0,"Medium","TX",1,0,1,1,1
"529",TRUE,167,"high","asian",1,1,0,"Medium","TX",1,1,1,1,0
"530",TRUE,39,"high","asian",0,1,0,"NA","TX",1,0,1,0,0
"531",TRUE,286,"high","asian",0,0,0,"NA","TX",0,0,1,1,1
"532",TRUE,447,"high","asian",1,1,0,"Medium","TX",0,0,1,0,0
"533",TRUE,193,"high","asian",1,1,0,"Low","TX",0,1,1,1,0
"534",TRUE,92,"low","asian",0,0,0,"Medium","TX",0,1,1,1,1
"535",TRUE,311,"high","asian",0,0,0,"Medium","TX",0,0,1,1,1
"536",TRUE,105,"high","asian",1,1,0,"Medium","TX",1,1,1,1,0
"537",TRUE,156,"high","asian",1,1,0,"Low","TX",0,0,1,1,0
"538",FALSE,13,"low","asian",0,0,0,"NA","TX",0,0,1,1,0
"539",TRUE,22,"high","asian",1,1,0,"NA","TX",0,0,1,1,0
"540",TRUE,245,"low","asian",1,1,0,"Medium","TX",1,0,1,1,0
"541",TRUE,325,"high","asian",0,1,0,"Low","TX",0,0,1,1,1
"542",TRUE,51,"low","american",1,1,0,"Low","TX",0,1,1,1,0
"543",TRUE,167,"high","breakfast",0,1,0,"Low","TX",0,1,1,1,0
"544",TRUE,129,"high","desserts",1,1,0,"Low","TX",0,0,1,1,1
"545",TRUE,79,"low","desserts",0,1,0,"Low","TX",1,0,1,1,0
"546",TRUE,20,"high","american",0,0,0,"Low","TX",0,1,0,1,1
"547",TRUE,29,"low","asian",0,0,0,"NA","TX",0,0,1,1,0
"548",TRUE,126,"low","asian",1,1,0,"NA","TX",1,0,1,0,0
"549",TRUE,120,"low","european",1,1,0,"Medium","TX",1,1,1,1,1
"550",TRUE,92,"low","asian",1,1,0,"NA","TX",0,0,1,1,1
"551",TRUE,53,"low","american",0,0,0,"Medium","TX",0,1,1,1,1
"552",TRUE,13,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"553",TRUE,10,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"554",TRUE,161,"high","american",1,1,0,"Medium","TX",1,0,0,1,1
"555",TRUE,96,"high","american",1,1,0,"Low","TX",1,0,1,1,0
"556",TRUE,135,"high","asian",1,1,0,"Low","TX",1,0,1,0,0
"557",TRUE,228,"high","american",1,1,0,"Medium","TX",1,1,1,1,0
"558",TRUE,87,"high","desserts",1,1,0,"NA","TX",1,1,1,0,0
"559",FALSE,1,"low","other",0,0,0,"NA","TX",0,0,0,0,0
"560",TRUE,6,"low","american",0,1,0,"Medium","TX",0,1,1,0,0
"561",TRUE,18,"high","american",1,1,0,"NA","TX",0,1,0,0,0
"562",TRUE,730,"high","american",1,1,0,"High","TX",1,0,0,1,1
"563",TRUE,246,"low","asian",0,1,0,"Medium","TX",1,0,1,1,1
"564",TRUE,1,"low","american",0,0,0,"NA","TX",0,0,0,1,1
"565",TRUE,1168,"high","european",0,1,0,"Medium","TX",0,0,1,1,0
"566",TRUE,50,"high","european",1,1,0,"Medium","TX",1,0,0,1,1
"567",TRUE,320,"high","asian",1,1,0,"Medium","TX",0,0,1,1,1
"568",TRUE,531,"high","latin",0,0,0,"Medium","TX",0,0,1,1,0
"569",TRUE,178,"high","latin",1,1,0,"Medium","TX",0,0,1,1,0
"570",TRUE,92,"low","asian",0,0,0,"Medium","TX",1,0,1,0,0
"571",TRUE,392,"low","american",1,1,0,"Medium","TX",0,1,1,1,0
"572",TRUE,70,"high","european",0,1,0,"Medium","TX",0,0,1,1,0
"573",TRUE,119,"high","latin",0,1,0,"Low","TX",0,1,1,1,1
"574",TRUE,269,"low","asian",1,1,0,"Medium","TX",0,0,1,0,0
"575",TRUE,501,"high","european",1,1,0,"Medium","TX",0,0,1,1,0
"576",TRUE,18,"low","american",1,1,0,"NA","TX",1,0,1,1,0
"577",TRUE,4,"low","american",0,0,0,"NA","TX",0,0,0,1,1
"578",TRUE,724,"low","american",0,1,1,"Medium","TX",0,0,1,1,1
"579",TRUE,533,"high","asian",0,1,0,"Medium","TX",0,0,1,0,0
"580",TRUE,140,"high","american",1,1,0,"Low","TX",0,1,1,1,0
"581",TRUE,407,"low","asian",1,1,0,"Medium","TX",0,0,1,0,0
"582",TRUE,72,"low","european",1,1,0,"Medium","TX",1,0,1,1,0
"583",TRUE,10,"high","american",1,1,0,"NA","TX",0,0,1,1,0
"584",TRUE,407,"high","asian",0,1,0,"Medium","TX",0,0,1,0,0
"585",TRUE,76,"low","american",1,1,0,"Medium","TX",0,0,0,1,1
"586",TRUE,249,"low","asian",0,1,0,"Medium","TX",0,0,1,0,0
"587",TRUE,42,"low","asian",1,1,0,"Medium","TX",1,0,1,0,0
"588",FALSE,8,"low","asian",0,1,0,"NA","TX",0,1,1,1,1
"589",TRUE,38,"low","american",0,1,0,"Low","TX",0,1,1,1,1
"590",TRUE,1,"high","american",1,1,0,"NA","TX",1,1,1,1,1
"591",TRUE,108,"high","european",1,1,0,"Medium","TX",0,0,1,1,0
"592",TRUE,94,"low","asian",1,1,0,"Medium","TX",1,1,1,1,1
"593",FALSE,13,"low","asian",0,0,0,"Low","TX",0,0,0,0,0
"594",FALSE,35,"low","asian",0,0,0,"Medium","TX",0,1,1,1,1
"595",TRUE,107,"high","latin",1,1,0,"Low","TX",0,1,1,1,0
"596",TRUE,86,"high","asian",1,1,0,"Medium","TX",0,0,1,0,0
"597",TRUE,62,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"598",TRUE,39,"low","american",0,1,0,"Low","TX",0,1,0,1,1
"599",TRUE,25,"low","latin",0,1,0,"Low","TX",0,1,0,1,1
"600",TRUE,39,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"601",TRUE,40,"high","american",1,0,0,"NA","TX",0,0,1,1,0
"602",TRUE,43,"low","asian",1,1,0,"NA","TX",0,0,1,0,0
"603",TRUE,47,"high","asian",1,1,0,"Low","TX",0,0,0,1,0
"604",TRUE,15,"low","american",0,1,0,"Low","TX",1,1,1,1,1
"605",TRUE,9,"low","american",1,1,0,"Low","TX",0,1,1,1,1
"606",FALSE,1,"low","asian",0,0,0,"NA","TX",0,0,0,0,0
"607",FALSE,8,"low","american",0,0,0,"Low","TX",0,0,1,1,1
"608",TRUE,138,"high","european",1,1,0,"Medium","TX",0,0,0,1,0
"609",FALSE,63,"low","asian",1,1,0,"Medium","TX",0,0,1,1,1
"610",TRUE,24,"high","american",1,1,0,"NA","TX",0,0,1,1,1
"611",TRUE,27,"high","european",1,1,0,"NA","TX",0,0,1,1,0
"612",TRUE,7,"high","breakfast",0,1,0,"NA","TX",1,1,1,1,1
"613",TRUE,13,"low","american",0,0,0,"Medium","TX",1,1,0,0,0
"614",FALSE,2,"low","other",0,0,0,"NA","TX",0,0,0,0,0
"615",TRUE,8,"high","american",0,0,0,"NA","TX",0,1,0,0,0
"616",TRUE,31,"high","american",0,0,0,"NA","TX",1,0,0,0,0
"617",TRUE,153,"high","american",1,1,0,"Medium","TX",0,0,1,1,1
"618",TRUE,11,"high","breakfast",0,0,0,"Medium","TX",1,1,0,1,1
"619",TRUE,789,"high","american",0,1,0,"Medium","TX",1,0,1,1,1
"620",TRUE,1247,"high","american",1,1,0,"Low","TX",0,1,1,1,0
"621",TRUE,388,"high","american",1,1,0,"Medium","TX",0,1,1,1,1
"622",TRUE,195,"low","american",0,1,0,"Medium","TX",0,0,0,0,0
"623",TRUE,316,"low","american",1,1,0,"Medium","TX",0,0,1,1,0
"624",TRUE,651,"high","american",1,1,0,"Medium","TX",1,1,1,0,0
"625",TRUE,195,"high","american",0,0,0,"Medium","TX",0,1,1,0,0
"626",TRUE,52,"high","asian",0,0,0,"NA","TX",1,0,1,0,0
"627",TRUE,514,"low","european",1,1,0,"Medium","TX",0,0,1,1,1
"628",TRUE,314,"high","asian",0,1,0,"Medium","TX",1,0,1,0,0
"629",TRUE,153,"high","latin",0,1,0,"Low","TX",0,1,1,1,0
"630",TRUE,365,"low","european",1,1,0,"Medium","TX",0,0,1,1,0
"631",TRUE,9,"high","other",0,0,0,"NA","TX",1,1,1,1,0
"632",TRUE,138,"high","american",1,1,0,"NA","TX",0,1,1,1,1
"633",TRUE,187,"low","european",1,1,0,"Medium","TX",0,1,1,1,1
